Título,Colecciones,Descripción,Estado audiovisual,Fecha,ID,Localidad,Lugar específico,Miniatura,País,Provincia,Slogan,URL,Verificado,Video,Videoxxx
Visita a la provincia del Chaco,,,🔍 Buscar video,01/10/2010,CFK-20101001-01,,,,Argentina,Chaco,,,No,,
Creación del Fondo del Bicentenario,Bicentenario,,🔍 Buscar video,14/12/2009,CFK-20091214-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Inauguración de la XXIII edición del Festival internacional del cine de Mar del Plata,,,🔍 Buscar video,05/11/2008,CFK-20081105-02,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Inauguración de la terminal de ómnibus de Santiago del Estero,,,🔍 Buscar video,27/11/2008,CFK-20081127-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
"Inauguración de obras públicas en Villa María, Córdoba",,,🔍 Buscar video,05/03/2009,CFK-20090305-01,Villa María,,,Argentina,Córdoba,,,No,,
Declaraciones a los medios desde Mar del Plata,Conferencias de prensa y entrevistas,,🔍 Buscar video,26/02/2010,CFK-20100226-02,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Anuncio de obras de desagüe en Dock Sud,,,🔍 Buscar video,19/09/2008,CFK-20080919-01,Avellaneda,,,Argentina,Buenos Aires,,,No,,
VIsita a la Fábrica de Aviones de Córdoba,,,🔍 Buscar video,17/03/2009,CFK-20090317-02,Córdoba,,,Argentina,Córdoba,,,No,,
Inauguración del Club Andino Lago Argentino en El Calafate,,,🔍 Buscar video,07/12/2009,CFK-20091207-01,El Calafate,,,Argentina,Santa Cruz,,,No,,
Presentación de programas para la asistencia judicial,,,🔍 Buscar video,22/04/2009,CFK-20090422-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Visita a Chimbas, provincia de San Juan",,,🔍 Buscar video,02/08/2010,CFK-20100802-01,"Chimbas, San Juan",,,Argentina,San Juan,,,No,,
Presentación de Marco Regulatorio de venta de papel de diario,,,🔍 Buscar video,19/10/2010,CFK-20101019-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Visita a Santiago del Estero,,,🎥 Video disponible,19/04/2011,CFK-20110419-01,,,,Argentina,Santiago del Estero,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110419-01.mp4""",
Inauguración sanatorio alta complejidad Sagrado Corazón,,,🔍 Buscar video,09/08/2010,CFK-20100809-04,,,,Argentina,Capital Federal,,,No,,
Visita a la jueza Sonia Sotomayor,Viajes al exterior,,🔍 Buscar video,12/02/2010,CFK-20100212-02,Washington,,,Estados Unidos,,,,No,,
"Acto firma contrato línea Comahue-Cuyo, Mendoza",,,🔍 Buscar video,28/05/2009,CFK-20090528-01,San Rafael,,,Argentina,Mendoza,,,No,,
Firma de acuerdos entre Argentina y Venezuela,Viajes al exterior,,🔍 Buscar video,20/02/2010,CFK-20100220-01,Caracas,,,Venezuela,,,,No,,
Declaraciones al periodismo luego de la visita de Ban Ki-Moon,Conferencias de prensa y entrevistas,,🎥 Video disponible,13/06/2011,CFK-20110613-02,,Casa de Gobierno,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110613-02.mp4""",
Cena ofrecida en honor a la presidenta por el presidente de Argelia,Viajes al exterior,,🔍 Buscar video,17/11/2008,CFK-20081117-01,,,,Argelia,,,,No,,
Día de la memoria por la verdad y la justicia,Conferencias de prensa y entrevistas,,🎥 Video disponible,24/03/2010,CFK-20100324-01,,Ex ESMA,https://upload.wikimedia.org/wikipedia/commons/4/40/Presidenta_Cristina_Fernandez_acto_en_la_ESMA.jpg,Argentina,Capital Federal,,https://goo.su/br6K7,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20100324-01.mp4""",https://goo.su/br6K7
Firma de contrato de planta líquidos cloacales para San Martín de los Andes,,,🔍 Buscar video,14/01/2010,CFK-20100114-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Homenaje al General Juan Domingo Perón,,,🔍 Buscar video,01/07/2010,CFK-20100701-01,,Casa de Gobierno - Salón de los Patriotas Latinoamericanos,,Argentina,Capital Federal,,,No,,
Entrega de viviendas a suboficiales de las Fuerzas Armadas,Fuerzas Armadas,,🔍 Buscar video,19/06/2009,CFK-20090619-01,,Edificio Libertador,,Argentina,Capital Federal,,,No,,
Presentación del plan “Convivencia ciudadana”,,,🔍 Buscar video,27/03/2009,CFK-20090327-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Visita a Comodoro Rivadavia, Chubut",,,🔍 Buscar video,01/06/2009,CFK-20090601-02,Comodoro Rivadavia,,,Argentina,Chubut,,,No,,
Inauguración de la Escuela Nacional Fluvial,,,🔍 Buscar video,04/05/2009,CFK-20090405-01,,,,Argentina,Capital Federal,,,No,,
Presentación de nuevas aeronaves para Aerolíneas Argentinas,Aerolíneas Argentinas,,🔍 Buscar video,08/06/2009,CFK-20090608-01,,,,Argentina,Capital Federal,,,No,,
"Visita a Paraná, Entre Ríos",,,🎥 Video disponible,01/12/2010,CFK-20101201-01,Paraná,,,Argentina,Entre Ríos,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101201-01.mp4""",
64° Asamblea de la Organización de las Naciones Unidas,,,🔍 Buscar video,23/09/2009,CFK-20090923-01,Nueva York,Sede de las Naciones Unidas,,Estados Unidos,,,https://goo.su/SR5l,No,,https://goo.su/SR5l
Disertación en el Council of Foreign Relations,Conferencias y disertaciones,,🔍 Buscar video,22/09/2008,CFK-20080922-02,Nueva York,,,Estados Unidos,,,,No,,
Acto de entrega del nuevo DNI número 10 millones e inauguración de un nuevo centro de documentación,,,🎥 Video disponible,29/09/2011,CFK-20110929-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110929-01.mp4""",
Encuentro con dirigentes sindicales en Casa de Gobierno,,,🎥 Video disponible,16/07/2012,CFK-20120716-01,,Casa de Gobierno - Salón Eva Perón,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120716-01.mp4""",
Acto por promoción del diálogo social en la industria hidrocarburífera,,,🎥 Video disponible,18/11/2010,CFK-20101118-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101118-01.mp4""",
Declaraciones a los medios luego del almuerzo de bienvenida en la 65 Asamblea ONU,Conferencias de prensa y entrevistas,,🔍 Buscar video,23/09/2010,CFK-20100923-01,Nueva York,Sede de las Naciones Unidas,,Estados Unidos,,,,No,,
Acto de Traspaso del Pabellón de la República Argentina en la Bienal de Italia,Viajes al exterior,,🎥 Video disponible,03/06/2011,CFK-20110603-01,Venecia,Bienal de Venecia,,Italia,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110603-01.mp4""",
Promulgación de la Ley de Medicina Prepaga,,,🎥 Video disponible,16/05/2011,CFK-20110516-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110516-01.mp4""",
Entrega de unidades habitacionales de nuevo edificio de la UOCRA,,,🎥 Video disponible,07/02/2011,CFK-20110207-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110207-01.mp4""",
Presentación del proyecto de ley de enfermeria,,,🔍 Buscar video,23/10/2008,CFK-20081023-02,,Jefatura de gabinete,,Argentina,Capital Federal,,,No,,
Declaraciones luego del acto de la empresa SAP,Conferencias de prensa y entrevistas,,🔍 Buscar video,21/07/2010,CFK-20100721-02,Vicente López,,,Argentina,Buenos Aires,,,No,,
Declaraciones a los periodistas en Casa de Gobierno,Conferencias de prensa y entrevistas,,🔍 Buscar video,09/03/2010,CFK-20100309-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Inauguración de empresas en Berazategui,,,🔍 Buscar video,26/05/2009,CFK-20090526-01,Berazategui,,,Argentina,Buenos Aires,,,No,,
Anuncio de inversiones en la Industria Gráfica Arcángel Maggio,,,🎥 Video disponible,23/11/2011,CFK-20111123-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111123-01.mp4""",
Anuncio del Sistema Único de Boleto Electrónico para el área metropolitana,,,🔍 Buscar video,04/02/2009,CFK-20090204-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Inauguración del Hospital Rawson en San Juan,,,🔍 Buscar video,18/06/2009,CFK-20090618-02,San Juan,,,Argentina,San Juan,,,No,,
"Cierre de las Jornadas Monetarias y Bancarias 2011 ",,,🎥 Video disponible,01/07/2011,CFK-20110701-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110701-01.mp4""",
Palabras luego de la visita al centro de ingeniería genética y biotecnología de Cuba,Conferencias de prensa y entrevistas,,🔍 Buscar video,19/01/2009,CFK-20090119-01,La Habana,,,Cuba,,,,No,,
Lanzamiento del Plan Ingreso Social con Trabajo,,,🔍 Buscar video,14/08/2009,CFK-20090814-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Visita a Lomas de Zamora,,,🔍 Buscar video,18/06/2010,CFK-20100618-01,Lomas de Zamora,,,Argentina,Buenos Aires,,,No,,
Cumbre del Mercosur en Foz do Iguazú,MERCOSUR,,🎥 Video disponible,17/12/2010,CFK-20101217-01,Foz de Iguazú,,,Brasil,,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101217-01.mp4""",
Lanzamiento de un nuevo plan de créditos para los jubilados (ARGENTA),,,🎥 Video disponible,26/06/2012,CFK-20120626-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120626-02.mp4""",
Anuncios para pequeños productores agrícolas,,,🔍 Buscar video,16/03/2015,CFK-20150316-01,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,,
Firma de Convenios con la CAF,,,🔍 Buscar video,29/07/2010,CFK-20100729-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Licitación de cupos de créditos para Pymes,,,🔍 Buscar video,18/12/2009,CFK-20091218-01,,Ministerio de Economía,,Argentina,Capital Federal,,,No,,
Primer Seminario Nacional del Plan Estratégico Agroalimentario y Agroindustrial 2010,Conferencias y disertaciones,,🔍 Buscar video,01/09/2010,CFK-20100901-05,,,,Argentina,Capital Federal,,,No,,
Cadena Nacional sobre negociaciones con el Club de Paris,Cadena Nacional,,🎥 Video disponible,15/11/2010,CFK-20101115-01,,Casa de Gobierno - Despacho presidencial,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101115-01.mp4""",
"Homenaje a Eva Perón, mujer del Bicentenario, en Casa Rosada",Evita,,🎥 Video disponible,26/07/2010,CFK-20100726-01,,Casa de Gobierno - Salón de los Patriotas Latinoamericanos,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20100726-01.mp4""",
Despedida a familiares de caídos en Malvinas,Malvinas,,🔍 Buscar video,04/10/2009,CFK-20091004-01,Río Gallegos,,,Argentina,Santa Cruz,,,No,,
Inauguración del ENARD,Deporte,,🔍 Buscar video,09/06/2010,CFK-20100609-01,,ENARD,,Argentina,Capital Federal,,,No,,
Anuncios para la provincia de La Rioja,,,🔍 Buscar video,07/04/2009,CFK-20090407-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
"193° aniversario de la declaración de la independencia ",9 de julio,,🔍 Buscar video,09/07/2009,CFK-20090709-01,San Miguel de Tucumán,,,Argentina,Tucumán,,,No,,
Firma de acuerdos con la Federación Rusa,Viajes al exterior,,🔍 Buscar video,10/12/2008,CFK-20081210-02,Moscú,,,Rusia,,,,No,,
Visita al Centro Islámico,,,🔍 Buscar video,10/09/2010,CFK-20100910-01,,Centro Islámico de la República Argentina,,Argentina,Capital Federal,,,No,,
Visita a Bahía Blanca,,,🔍 Buscar video,20/06/2009,CFK-20090620-04,Bahía Blanca,,,Argentina,Buenos Aires,,,No,,
"Acto en el Centro Cultural Parque España, Rosario",,,🔍 Buscar video,19/09/2011,CFK-20110919-01,Rosario,Centro Cultural Parque España,,Argentina,Santa Fe,,,No,,
Anuncio de la primera clonación de una vaca transgénica,,,🎥 Video disponible,09/06/2011,CFK-20110609-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110609-01.mp4""",
Inauguración del Ciclo Lectivo 2010,,,🔍 Buscar video,02/03/2010,CFK-20100302-02,Berazategui,,,Argentina,Buenos Aires,,,No,,
"Visita a Paraná, Entre Ríos",,,🔍 Buscar video,07/05/2009,CFK-20090507-01,Paraná,,,Argentina,Entre Ríos,,,No,,
Declaraciones luego de finalizar el anuncio del plan estratégico y escuelas agrotécnicas,Conferencias de prensa y entrevistas,,🔍 Buscar video,20/10/2010,CFK-20101020-03,,,,Argentina,Capital Federal,,,No,,
Anuncio de la creación del Ministerio de Turismo,,,🔍 Buscar video,28/06/2010,CFK-20100628-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Sesión inaugural de la Cumbre Iberoamericana,Cumbre Iberoamericana,,🔍 Buscar video,04/12/2010,CFK-20101204-04,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Acto de bautizo del Motovelero Bernardo Houssay,,,🎥 Video disponible,27/09/2011,CFK-20110927-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110927-01.mp4""",
Vigésima Cuarta Conferencia Mundial de Gas,Conferencias y disertaciones,,🔍 Buscar video,05/10/2009,CFK-20091005-02,,Estadio Luna Park,,Argentina,Capital Federal,,,No,,
Llamado a licitación para la producción de una vacuna contra la Gripe A,,,🔍 Buscar video,20/11/2009,CFK-20091120-01,,,,Argentina,Capital Federal,,,No,,
Presentación del Plan Estratégico del Bicentenario,,,🔍 Buscar video,07/09/2010,CFK-20100907-01,,,,Argentina,Capital Federal,,,No,,
Reunión con intendentes en San Juan,,,🔍 Buscar video,30/04/2009,CFK-20090430-02,San Juan,,,Argentina,San Juan,,,No,,
Presentación del Programa Federal de Desendeudamiento de las provincias argentinas,,,🔍 Buscar video,10/05/2010,CFK-20100510-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Presentación de la reglamentación de la Ley de Migraciones,,,🔍 Buscar video,03/05/2010,CFK-20100503-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Reinauguración de la planta Newsan,,,🎥 Video disponible,14/11/2011,CFK-20111114-01,Ushuaia,,,Argentina,Tierra del Fuego Antártida e Islas del Atlántico Sur,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111114-01.mp4""",
Ceremonia de egreso de integrantes Fuerzas Armadas,Fuerzas Armadas,,🎥 Video disponible,14/12/2010,CFK-20101214-02,El Palomar,Colegio Militar de la Nación,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101214-02.mp4""",
"Apertura de la Mesa Redonda Finanzas, en la Cumbre del G-20 de Seúl",G-20,,🎥 Video disponible,11/11/2010,CFK-20101111-01,Seúl,,,Corea del Sur,,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101111-01.mp4""",
Entrega de premios y subsidios a productores agrícolas en el Mercado Central,,,🎥 Video disponible,16/07/2012,CFK-20120716-02,La Matanza,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120716-02.mp4""",
Exposición ante la prensa en San Juan,Conferencias de prensa y entrevistas,,🔍 Buscar video,04/08/2010,CFK-20100804-03,San Juan,,,Argentina,San Juan,,,No,,
Licitación de la autopista presidente Perón,,,🔍 Buscar video,06/03/2009,CFK-20090306-03,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Visita al Hospital Ostaciana B. de Lavignolle, en el partido de Morón.",,,🔍 Buscar video,25/11/2009,CFK-20091125-02,Morón,,,Argentina,Buenos Aires,,,No,,
Presentación de candidatas a legisladoras del Frente para la Victoria en City Bell,Acto partidario,,🔍 Buscar video,05/06/2009,CFK-20090605-01,La Plata,,,Argentina,Buenos Aires,,,No,,
Discurso en Cena de Camaradería de Fuerzas Armadas,Fuerzas Armadas,,🔍 Buscar video,07/07/2009,CFK-20090707-01,,Edificio Libertador,,Argentina,Capital Federal,,,No,,
Firma de convenio para la ejecución de obras y medidas de emergencia por la sequia en zonas agropecuarias,,,🔍 Buscar video,26/01/2009,CFK-20090126-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Inauguración de la nueva sede de la Cámara Argentina de Comercio ",,,🎥 Video disponible,07/09/2011,CFK-20110907-01,,Sede de la Cámara Argentina de Comercio,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110907-01.mp4""",
Inicio de la reunión de Unasur en el Palacio San Martín,UNASUR,,🔍 Buscar video,01/10/2010,CFK-20101001-02,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Visita a Chascomús,,,🔍 Buscar video,22/07/2010,CFK-20100722-01,Chascomús,,,Argentina,Buenos Aires,,,No,,
Declaraciones a la prensa en el marco de la visita a Complejo Naval Industrial Argentino Tandanor,Conferencias de prensa y entrevistas,,🔍 Buscar video,09/12/2009,CFK-20091209-01,,,,Argentina,Capital Federal,,,No,,
Ayuntamiento de Madrid,Viajes al exterior,,🔍 Buscar video,09/02/2009,CFK-20090209-01,Madrid,Ayuntamiento de Madrid,,España,,,,No,,
Declaraciones en José C. Paz,Conferencias de prensa y entrevistas,,🔍 Buscar video,01/10/2010,CFK-20101001-04,José C. Paz,,,Argentina,Buenos Aires,,,No,,
Conferencia de prensa en El Salvador,Conferencias de prensa y entrevistas,,🔍 Buscar video,06/07/2009,CFK-20090706-01,San Salvador,,,Argentina,,,,No,,
134° Aniversario del Lago Argentino,,,🎥 Video disponible,15/02/2011,CFK-20110215-01,El Calafate,,,Argentina,Santa Cruz,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110215-01.mp4""",
Presentación de los programas “Petróleo Plus” y “Refinación Plus”,,,🔍 Buscar video,12/11/2008,CFK-20081112-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Firma de asistencia financiera para investigaciones científicas,,,🔍 Buscar video,01/09/2009,CFK-20090901-02,,Casa de Gobierno - Salón de los Científicos,,Argentina,Capital Federal,,,No,,
Inauguración de la planta de Banghó en Parque Patricios,,,🎥 Video disponible,16/08/2011,CFK-20110816-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110816-01.mp4""",
Presentación del programa “Jóvenes por más y mejor trabajo”,,,🔍 Buscar video,12/11/2008,CFK-20081112-02,La Matanza,,,Argentina,Buenos Aires,,,No,,
Presentación de un nuevo avión para Aerolíneas Argentinas,Aerolíneas Argentinas,,🔍 Buscar video,25/06/2009,CFK-20090625-01,,,,Argentina,Capital Federal,,,No,,
Reapertura de la Planta Pinazo de Granja Tres Arroyos,,,🎥 Video disponible,15/03/2011,CFK-20110315-01,Pilar,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110315-01.mp4""",
Asunción del nuevo director nacional de la Policía de Seguridad Aeroportuaria,,,🔍 Buscar video,28/04/2010,CFK-20100428-01,Ezeiza,,,Argentina,Buenos Aires,,,No,,
Conferencia de prensa en Shahghai,Conferencias de prensa y entrevistas,,🔍 Buscar video,15/07/2010,CFK-20100715-02,Shanghai,,,China,,,,No,,
Presentación de nuevas concesiones corredores viales nacionales,,,🔍 Buscar video,22/04/2010,CFK-20100422-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Lanzamiento del Peugeot 308 en Tres de Febrero ",,,🎥 Video disponible,17/11/2011,CFK-20111117-01,Tres de Febrero,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111117-01.mp4""",
Anuncio de políticas públicas,,,🔍 Buscar video,12/02/2009,CFK-20090212-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Inauguración de la Universidad de Merlo,Universidades Nacionales,,🎥 Video disponible,16/09/2011,CFK-20110916-01,Merlo,Universidad Nacional de Merlo,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110916-01.mp4""",
